region_id,time_slot,day_of_week,supply,demand,demand_supply_gap
19,87,2,8,171,163
19,87,3,7,159,152
19,87,4,30,192,162
19,87,5,3,161,158
19,87,6,6,149,143
19,88,0,7,126,119
19,88,1,0,117,117
19,88,2,3,119,116
19,88,3,5,140,135
19,88,4,18,170,152
19,88,5,3,152,149
19,88,6,4,173,169
19,89,0,5,163,158
19,89,1,5,137,132
19,89,2,5,140,135
19,89,3,4,139,135
19,89,4,14,142,128
19,89,5,4,149,145
19,89,6,4,179,175
19,90,0,8,149,141
19,90,1,3,131,128
19,90,2,5,144,139
19,90,3,3,140,137
19,90,4,9,134,125
19,90,5,4,168,164
19,90,6,5,147,142
19,91,0,5,142,137
19,91,1,5,134,129
19,91,2,9,141,132
19,91,3,2,141,139
19,91,4,19,178,159
19,91,5,8,172,164
19,91,6,9,179,170
19,92,0,4,142,138
19,92,1,6,126,120
19,92,2,8,151,143
19,92,3,12,144,132
19,92,4,14,136,122
19,92,5,5,158,153
19,92,6,2,156,154
19,93,0,7,135,128
19,93,1,5,153,148
19,93,2,1,138,137
19,93,3,5,158,153
19,93,4,6,186,180
19,93,5,3,160,157
19,93,6,2,163,161
19,94,0,3,150,147
19,94,1,5,166,161
19,94,2,3,152,149
19,94,3,3,145,142
19,94,4,10,172,162
19,94,5,4,158,154
19,94,6,5,196,191
19,95,0,6,146,140
19,95,1,8,166,158
19,95,2,5,149,144
19,95,3,9,153,144
19,95,4,8,170,162
19,95,5,9,194,185
19,95,6,1,173,172
19,96,0,6,171,165
19,96,1,6,185,179
19,96,2,5,192,187
19,96,3,2,147,145
19,96,4,7,181,174
19,96,5,9,199,190
19,96,6,7,171,164
19,97,0,7,117,110
19,97,1,5,148,143
19,97,2,6,161,155
19,97,3,1,150,149
19,97,4,3,161,158
19,97,5,6,171,165
19,97,6,3,174,171
19,98,0,3,140,137
19,98,1,2,147,145
19,98,2,6,175,169
19,98,3,1,137,136
19,98,4,2,168,166
19,98,5,7,168,161
19,98,6,6,191,185
19,99,0,11,197,186
19,99,1,8,141,133
19,99,2,9,184,175
19,99,3,8,192,184
19,99,4,5,180,175
19,99,5,5,182,177
19,99,6,6,210,204
19,100,0,11,152,141
19,100,1,16,187,171
19,100,2,5,164,159
19,100,3,7,175,168
19,100,4,11,195,184
19,100,5,8,182,174
19,100,6,4,190,186
19,101,0,7,197,190
19,101,1,3,221,218
19,101,2,9,248,239
19,101,3,2,230,228
19,101,4,6,174,168
19,101,5,5,208,203
19,101,6,7,216,209
19,102,0,8,275,267
19,102,1,8,335,327
19,102,2,12,345,333
19,102,3,6,378,372
19,102,4,8,264,256
19,102,5,12,270,258
19,102,6,5,236,231
19,103,0,8,293,285
19,103,1,7,267,260
19,103,2,9,274,265
19,103,3,10,290,280
19,103,4,5,242,237
19,103,5,4,235,231
19,103,6,14,230,216
19,104,0,5,204,199
19,104,1,7,276,269
19,104,2,10,271,261
19,104,3,2,265,263
19,104,4,8,275,267
19,104,5,6,250,244
19,104,6,3,219,216
19,105,0,13,336,323
19,105,1,6,277,271
19,105,2,33,343,310
19,105,3,7,325,318
19,105,4,16,297,281
19,105,5,6,245,239
19,105,6,7,208,201
19,106,0,6,285,279
19,106,1,9,296,287
19,106,2,41,318,277
19,106,3,8,307,299
19,106,4,13,278,265
19,106,5,3,214,211
19,106,6,5,221,216
19,107,0,8,267,259
19,107,1,8,246,238
19,107,2,17,250,233
19,107,3,22,273,251
19,107,4,12,245,233
19,107,5,5,192,187
19,107,6,4,221,217
19,108,0,7,275,268
19,108,1,6,262,256
19,108,2,21,300,279
19,108,3,22,344,322
19,108,4,5,259,254
19,108,5,9,215,206
19,108,6,6,230,224
19,109,0,10,255,245
19,109,1,10,272,262
19,109,2,15,255,240
19,109,3,11,278,267
19,109,4,6,246,240
19,109,5,7,249,242
19,109,6,11,248,237
19,110,0,6,212,206
19,110,1,9,238,229
19,110,2,17,270,253
19,110,3,11,256,245
19,110,4,7,209,202
19,110,5,9,223,214
19,110,6,6,196,190
19,111,0,10,246,236
19,111,1,6,230,224
19,111,2,7,243,236
19,111,3,9,203,194
19,111,4,10,234,224
19,111,5,5,203,198
19,111,6,7,214,207
19,112,0,3,200,197
19,112,1,3,213,210
19,112,2,7,244,237
19,112,3,8,203,195
19,112,4,2,199,197
19,112,5,4,180,176
19,112,6,4,199,195
19,113,0,9,211,202
19,113,1,9,179,170
19,113,2,2,210,208
19,113,3,3,204,201
19,113,4,5,198,193
19,113,5,9,189,180
19,113,6,14,190,176
19,114,0,9,184,175
19,114,1,1,179,178
19,114,2,10,202,192
19,114,3,8,168,160
19,114,4,4,169,165
19,114,5,6,181,175
19,114,6,6,166,160
19,115,0,3,162,159
19,115,1,2,153,151
19,115,2,7,189,182
19,115,3,6,171,165
19,115,4,2,156,154
19,115,5,7,166,159
19,115,6,5,185,180
19,116,0,4,187,183
19,116,1,7,152,145
19,116,2,6,188,182
19,116,3,1,159,158
19,116,4,9,195,186
19,116,5,6,166,160
19,116,6,8,166,158
19,117,0,6,152,146
19,117,1,7,183,176
19,117,2,4,168,164
19,117,3,3,160,157
19,117,4,8,161,153
19,117,5,7,158,151
19,117,6,9,183,174
19,118,0,7,140,133
19,118,1,4,148,144
19,118,2,3,173,170
19,118,3,10,163,153
19,118,4,6,146,140
19,118,5,9,190,181
19,118,6,6,164,158
19,119,0,7,150,143
19,119,1,7,161,154
19,119,2,8,159,151
19,119,3,5,173,168
19,119,4,5,167,162
19,119,5,5,141,136
19,119,6,9,161,152
19,120,0,9,175,166
19,120,1,4,177,173
19,120,2,7,191,184
19,120,3,9,194,185
19,120,4,6,156,150
19,120,5,5,204,199
19,120,6,3,211,208
19,121,0,2,158,156
19,121,1,7,185,178
19,121,2,3,193,190
19,121,3,3,191,188
19,121,4,4,155,151
19,121,5,9,191,182
19,121,6,6,166,160
19,122,0,2,159,157
19,122,1,7,156,149
19,122,2,5,206,201
19,122,3,7,153,146
19,122,4,4,149,145
19,122,5,8,164,156
19,122,6,17,170,153
19,123,0,9,156,147
19,123,1,8,165,157
19,123,2,3,163,160
19,123,3,6,167,161
19,123,4,4,196,192
19,123,5,2,170,168
19,123,6,12,179,167
19,124,0,3,157,154
19,124,1,7,160,153
19,124,2,6,188,182
19,124,3,1,146,145
19,124,4,8,181,173
19,124,5,6,144,138
19,124,6,10,152,142
19,125,0,2,150,148
19,125,1,5,149,144
19,125,2,6,153,147
19,125,3,7,128,121
19,125,4,9,171,162
19,125,5,4,147,143
19,125,6,4,155,151
19,126,0,3,155,152
19,126,1,5,163,158
19,126,2,6,195,189
19,126,3,3,146,143
19,126,4,14,196,182
19,126,5,4,170,166
19,126,6,5,158,153
19,127,0,4,148,144
19,127,1,7,142,135
19,127,2,6,161,155
19,127,3,6,142,136
19,127,4,2,173,171
19,127,5,5,196,191
19,127,6,6,152,146
19,128,0,6,134,128
19,128,1,9,176,167
19,128,2,3,153,150
19,128,3,2,142,140
19,128,4,4,171,167
19,128,5,7,147,140
19,128,6,3,159,156
19,129,0,9,121,112
19,129,1,8,154,146
19,129,2,7,121,114
19,129,3,3,138,135
19,129,4,3,135,132
19,129,5,6,174,168
19,129,6,6,174,168
19,130,0,8,134,126
19,130,1,6,151,145
19,130,2,0,141,141
19,130,3,5,148,143
19,130,4,7,146,139
19,130,5,5,156,151
19,130,6,3,108,105
19,131,0,5,139,134
19,131,1,6,154,148
19,131,2,7,130,123
19,131,3,6,127,121
19,131,4,3,137,134
19,131,5,2,166,164
19,131,6,4,128,124
19,132,0,7,157,150
19,132,1,2,123,121
19,132,2,3,148,145
19,132,3,6,119,113
19,132,4,6,156,150
19,132,5,9,162,153
19,132,6,1,143,142
19,133,0,6,123,117
19,133,1,6,120,114
19,133,2,4,122,118
19,133,3,5,139,134
19,133,4,5,141,136
19,133,5,9,159,150
19,133,6,1,103,102
19,134,0,7,113,106
19,134,1,1,107,106
19,134,2,4,95,91
19,134,3,4,117,113
19,134,4,2,118,116
19,134,5,25,185,160
19,134,6,4,96,92
19,135,0,3,105,102
19,135,1,2,100,98
19,135,2,4,122,118
19,135,3,5,123,118
19,135,4,3,125,122
19,135,5,20,145,125
19,135,6,4,108,104
19,136,0,0,72,72
19,136,1,3,78,75
19,136,2,2,110,108
19,136,3,4,117,113
19,136,4,3,114,111
19,136,5,5,112,107
19,136,6,4,93,89
19,137,0,12,104,92
19,137,1,5,77,72
19,137,2,5,93,88
19,137,3,1,91,90
19,137,4,7,111,104
19,137,5,10,122,112
19,137,6,7,99,92
19,138,0,4,91,87
19,138,1,5,92,87
19,138,2,4,110,106
19,138,3,5,99,94
19,138,4,7,104,97
19,138,5,2,82,80
19,138,6,6,97,91
19,139,0,4,73,69
19,139,1,6,61,55
19,139,2,6,81,75
19,139,3,3,79,76
19,139,4,2,89,87
19,139,5,1,84,83
19,139,6,6,95,89
19,140,0,4,57,53
19,140,1,6,81,75
19,140,2,4,81,77
19,140,3,3,71,68
19,140,4,4,98,94
19,140,5,5,98,93
19,140,6,4,74,70
19,141,0,1,76,75
19,141,1,8,82,74
19,141,2,1,64,63
19,141,3,3,59,56
19,141,4,5,79,74
19,141,5,4,86,82
19,141,6,6,80,74
19,142,0,6,65,59
19,142,1,7,63,56
19,142,2,4,70,66
19,142,3,3,70,67
19,142,4,6,81,75
19,142,5,5,70,65
19,142,6,5,66,61
19,143,0,2,49,47
19,143,1,7,72,65
19,143,2,2,79,77
19,143,3,6,48,42
19,143,4,6,56,50
19,143,5,5,73,68
19,143,6,6,76,70
20,0,0,15,92,77
20,0,1,48,141,93
20,0,2,21,130,109
20,0,3,16,115,99
20,0,4,11,124,113
20,0,5,7,88,81
20,0,6,8,99,91
20,1,0,15,70,55
20,1,1,26,95,69
20,1,2,24,81,57
20,1,3,22,75,53
20,1,4,2,72,70
20,1,5,7,56,49
20,1,6,0,50,50
20,2,0,5,36,31
20,2,1,8,56,48
20,2,2,7,63,56
20,2,3,3,54,51
20,2,4,1,58,57
20,2,5,2,44,42
20,2,6,1,54,53
20,3,0,3,43,40
20,3,1,6,43,37
20,3,2,10,46,36
20,3,3,4,38,34
20,3,4,0,65,65
20,3,5,1,33,32
20,3,6,3,30,27
20,4,0,3,29,26
20,4,1,6,36,30
20,4,2,2,28,26
20,4,3,1,27,26
20,4,4,6,55,49
20,4,5,3,38,35
20,4,6,3,25,22
20,5,0,4,23,19
20,5,1,0,25,25
20,5,2,4,34,30
20,5,3,7,46,39
20,5,4,1,42,41
20,5,5,2,31,29
20,5,6,2,24,22
20,6,0,4,23,19
20,6,1,7,31,24
20,6,2,4,30,26
20,6,3,10,48,38
20,6,4,7,46,39
20,6,5,4,29,25
20,6,6,1,36,35
20,7,0,3,17,14
20,7,1,6,27,21
20,7,2,13,40,27
20,7,3,2,25,23
20,7,4,1,24,23
20,7,5,0,20,20
20,7,6,1,25,24
20,8,0,7,25,18
20,8,1,3,15,12
20,8,2,3,19,16
20,8,3,1,20,19
20,8,4,3,25,22
20,8,5,0,17,17
20,8,6,2,22,20
20,9,0,2,14,12
20,9,1,1,19,18
20,9,2,6,26,20
20,9,3,4,21,17
20,9,4,1,27,26
20,9,5,1,21,20
20,9,6,2,28,26
20,10,0,3,17,14
20,10,1,1,10,9
20,10,2,5,18,13
20,10,3,2,19,17
20,10,4,0,28,28
20,10,5,0,13,13
20,10,6,2,14,12
20,11,0,5,22,17
20,11,1,3,16,13
20,11,2,0,14,14
20,11,3,3,15,12
20,11,4,1,23,22
20,11,5,0,16,16
20,11,6,2,18,16
20,12,0,3,11,8
20,12,1,1,16,15
20,12,2,1,13,12
20,12,3,9,34,25
20,12,4,3,22,19
20,12,5,2,17,15
20,12,6,3,20,17
20,13,0,3,14,11
20,13,1,0,7,7
20,13,2,2,15,13
20,13,3,6,25,19
20,13,4,1,24,23
20,13,5,1,14,13
20,13,6,1,14,13
20,14,0,0,11,11
20,14,1,3,10,7
20,14,2,1,11,10
20,14,3,0,9,9
20,14,4,1,9,8
20,14,5,2,10,8
20,14,6,1,17,16
20,15,0,4,10,6
20,15,1,0,12,12
20,15,2,1,12,11
20,15,3,1,12,11
20,15,4,2,17,15
20,15,5,5,20,15
20,15,6,0,5,5
20,16,0,1,5,4
20,16,1,2,9,7
20,16,2,1,8,7
20,16,3,3,11,8
20,16,4,1,5,4
20,16,5,1,6,5
20,16,6,3,15,12
20,17,0,2,7,5
20,17,1,1,2,1
20,17,2,0,5,5
20,17,3,10,18,8
20,17,4,1,14,13
20,17,5,0,6,6
20,17,6,3,8,5
20,18,0,4,9,5
20,18,1,0,5,5
20,18,2,1,9,8
20,18,3,2,5,3
20,18,4,0,7,7
20,18,5,1,5,4
20,18,6,3,11,8
20,19,0,0,4,4
20,19,1,1,4,3
20,19,2,2,8,6
20,19,3,0,3,3
20,19,4,1,7,6
20,19,5,0,2,2
20,19,6,4,17,13
20,20,0,1,6,5
20,20,1,1,8,7
20,20,2,0,8,8
20,20,3,1,3,2
20,20,4,4,9,5
20,20,5,1,8,7
20,20,6,0,5,5
20,21,0,1,5,4
20,21,1,0,1,1
20,21,2,1,5,4
20,21,3,2,5,3
20,21,4,0,7,7
20,21,5,0,1,1
20,21,6,1,5,4
20,22,0,4,8,4
20,22,1,0,2,2
20,22,2,2,7,5
20,22,3,2,5,3
20,22,4,1,4,3
20,22,5,0,5,5
20,22,6,1,6,5
20,23,1,1,3,2
20,23,2,3,5,2
20,23,3,1,2,1
20,23,4,1,5,4
20,23,5,1,8,7
20,23,6,2,7,5
20,24,0,1,2,1
20,24,1,1,2,1
20,24,2,2,4,2
20,24,3,0,1,1
20,24,4,1,3,2
20,24,5,3,6,3
20,24,6,4,9,5
20,25,0,0,8,8
20,25,1,1,3,2
20,25,2,2,10,8
20,25,3,3,7,4
20,25,4,3,10,7
20,25,5,1,5,4
20,25,6,2,6,4
20,26,0,2,4,2
20,26,1,5,9,4
20,26,2,1,3,2
20,26,3,0,2,2
20,26,4,0,3,3
20,26,5,4,9,5
20,26,6,2,7,5
20,27,0,1,4,3
20,27,1,2,4,2
20,27,2,4,8,4
20,27,3,2,8,6
20,27,4,1,6,5
20,27,5,3,5,2
20,27,6,1,4,3
20,28,0,0,3,3
20,28,1,1,6,5
20,28,2,4,11,7
20,28,3,0,5,5
20,28,4,4,7,3
20,28,5,1,8,7
20,28,6,0,3,3
20,29,0,6,8,2
20,29,1,1,5,4
20,29,2,6,6,0
20,29,3,0,4,4
20,29,4,2,5,3
20,29,5,1,3,2
20,29,6,11,16,5
20,30,0,1,6,5
20,30,1,1,2,1
20,30,2,4,7,3
20,30,3,1,2,1
20,30,4,5,8,3
20,30,5,1,6,5
20,30,6,2,3,1
20,31,0,1,5,4
20,31,1,5,9,4
20,31,2,2,5,3
20,31,3,2,4,2
20,31,4,25,32,7
20,31,5,1,2,1
20,31,6,4,12,8
20,32,0,1,4,3
20,32,1,4,10,6
20,32,2,0,7,7
20,32,3,2,4,2
20,32,4,21,32,11
20,32,5,1,6,5
20,32,6,1,10,9
20,33,0,8,10,2
20,33,1,5,8,3
20,33,2,1,4,3
20,33,3,2,6,4
20,33,4,9,18,9
20,33,5,1,1,0
20,33,6,0,3,3
20,34,0,7,9,2
20,34,1,10,15,5
20,34,2,4,7,3
20,34,3,2,7,5
20,34,4,21,25,4
20,34,5,2,5,3
20,34,6,2,11,9
20,35,0,7,14,7
20,35,1,4,8,4
20,35,2,1,6,5
20,35,3,2,14,12
20,35,4,17,25,8
20,35,5,4,10,6
20,35,6,1,7,6
20,36,0,13,23,10
20,36,1,3,12,9
20,36,2,4,11,7
20,36,3,8,14,6
20,36,4,26,38,12
20,36,5,5,15,10
20,36,6,9,16,7
20,37,0,16,26,10
20,37,1,15,19,4
20,37,2,10,19,9
20,37,3,6,12,6
20,37,4,9,20,11
20,37,5,7,17,10
20,37,6,9,22,13
20,38,0,10,20,10
20,38,1,8,17,9
20,38,2,7,20,13
20,38,3,4,15,11
20,38,4,41,61,20
20,38,5,2,13,11
20,38,6,8,20,12
20,39,0,2,50,48
20,39,1,3,48,45
20,39,2,2,38,36
20,39,3,1,49,48
20,39,4,39,71,32
20,39,5,1,28,27
20,39,6,2,20,18
20,40,0,6,96,90
20,40,1,1,57,56
20,40,2,2,75,73
20,40,3,2,62,60
20,40,4,49,120,71
20,40,5,12,53,41
20,40,6,8,34,26
20,41,0,2,94,92
20,41,1,1,66,65
20,41,2,2,84,82
20,41,3,2,58,56
20,41,4,39,108,69
20,41,5,8,40,32
20,41,6,9,46,37
20,42,0,5,151,146
20,42,1,4,122,118
20,42,2,4,153,149
20,42,3,5,141,136
20,42,4,29,154,125
20,42,5,10,65,55
20,42,6,2,57,55
20,43,0,6,253,247
20,43,1,3,207,204
20,43,2,4,198,194
20,43,3,5,205,200
20,43,4,9,164,155
20,43,5,10,104,94
20,43,6,5,70,65
20,44,0,7,293,286
20,44,1,4,275,271
20,44,2,4,262,258
20,44,3,17,305,288
20,44,4,20,233,213
20,44,5,7,109,102
20,44,6,19,88,69
20,45,0,13,398,385
20,45,1,13,327,314
20,45,2,10,386,376
20,45,3,18,391,373
20,45,4,23,275,252
20,45,5,4,150,146
20,45,6,26,141,115
20,46,0,51,549,498
20,46,1,11,476,465
20,46,2,24,507,483
20,46,3,43,536,493
20,46,4,15,371,356
20,46,5,7,196,189
20,46,6,31,172,141
20,47,0,310,941,631
20,47,1,101,707,606
20,47,2,85,711,626
20,47,3,147,797,650
20,47,4,26,462,436
20,47,5,17,251,234
20,47,6,11,144,133
20,48,0,796,1423,627
20,48,1,428,1177,749
20,48,2,447,1190,743
20,48,3,326,1031,705
20,48,4,184,742,558
20,48,5,9,290,281
20,48,6,10,203,193
20,49,0,946,1579,633
20,49,1,740,1427,687
20,49,2,668,1331,663
20,49,3,382,1101,719
20,49,4,291,751,460
20,49,5,20,308,288
20,49,6,10,197,187
20,50,0,642,1384,742
20,50,1,656,1373,717
20,50,2,337,1084,747
20,50,3,237,1045,808
20,50,4,169,725,556
20,50,5,16,310,294
20,50,6,8,195,187
20,51,0,782,1572,790
20,51,1,746,1617,871
20,51,2,418,1301,883
20,51,3,275,1125,850
20,51,4,211,856,645
20,51,5,38,404,366
20,51,6,8,262,254
20,52,0,857,1668,811
20,52,1,577,1438,861
20,52,2,402,1239,837
20,52,3,242,1143,901
20,52,4,149,733,584
20,52,5,68,434,366
20,52,6,15,254,239
20,53,0,353,1229,876
20,53,1,148,924,776
20,53,2,88,860,772
20,53,3,47,759,712
20,53,4,28,568,540
20,53,5,17,263,246
20,53,6,2,214,212
20,54,0,85,858,773
20,54,1,30,720,690
20,54,2,16,702,686
20,54,3,16,770,754
20,54,4,16,516,500
20,54,5,6,239,233
20,54,6,1,178,177
20,55,0,45,707,662
20,55,1,14,566,552
20,55,2,15,626,611
20,55,3,14,634,620
20,55,4,17,483,466
20,55,5,10,292,282
20,55,6,3,201,198
20,56,0,9,448,439
20,56,1,6,389,383
20,56,2,9,414,405
20,56,3,9,428,419
20,56,4,21,413,392
20,56,5,9,279,270
20,56,6,7,215,208
20,57,0,6,355,349
20,57,1,8,354,346
20,57,2,7,346,339
20,57,3,14,341,327
20,57,4,30,324,294
20,57,5,18,284,266
20,57,6,7,209,202
20,58,0,6,290,284
20,58,1,5,258,253
20,58,2,8,316,308
20,58,3,8,320,312
20,58,4,46,308,262
20,58,5,13,252,239
20,58,6,7,208,201
20,59,0,5,221,216
20,59,1,5,264,259
20,59,2,3,254,251
20,59,3,6,269,263
20,59,4,52,297,245
20,59,5,14,269,255
20,59,6,9,213,204
20,60,0,11,209,198
20,60,1,6,216,210
20,60,2,8,228,220
20,60,3,8,226,218
20,60,4,55,260,205
20,60,5,17,283,266
20,60,6,14,220,206
20,61,0,3,180,177
20,61,1,2,181,179
20,61,2,2,199,197
20,61,3,1,200,199
20,61,4,54,260,206
20,61,5,22,265,243
20,61,6,11,232,221
20,62,0,7,204,197
20,62,1,2,181,179
20,62,2,8,186,178
20,62,3,7,198,191
20,62,4,62,257,195
20,62,5,13,265,252
20,62,6,11,200,189
20,63,0,9,175,166
20,63,1,4,174,170
20,63,2,7,167,160
20,63,3,5,184,179
20,63,4,49,230,181
20,63,5,24,266,242
20,63,6,6,205,199
20,64,0,5,178,173
20,64,1,4,172,168
20,64,2,3,168,165
20,64,3,8,166,158
20,64,4,62,254,192
20,64,5,17,262,245
20,64,6,15,241,226
20,65,0,9,162,153
20,65,1,2,170,168
20,65,2,7,174,167
20,65,3,7,167,160
20,65,4,62,277,215
20,65,5,16,223,207
20,65,6,29,250,221
20,66,0,5,163,158
20,66,1,5,177,172
20,66,2,7,163,156
20,66,3,5,200,195
20,66,4,84,271,187
20,66,5,17,251,234
20,66,6,30,246,216
20,67,0,5,161,156
20,67,1,9,199,190
20,67,2,4,168,164
20,67,3,6,200,194
20,67,4,88,287,199
20,67,5,15,250,235
20,67,6,52,299,247
20,68,0,5,209,204
20,68,1,16,214,198
20,68,2,5,188,183
20,68,3,7,188,181
20,68,4,82,320,238
20,68,5,16,220,204
20,68,6,43,262,219
20,69,0,8,199,191
20,69,1,11,240,229
20,69,2,20,251,231
20,69,3,6,229,223
20,69,4,70,317,247
20,69,5,32,286,254
20,69,6,50,292,242
20,70,0,9,240,231
20,70,1,11,229,218
20,70,2,15,272,257
20,70,3,7,217,210
20,70,4,93,311,218
20,70,5,44,299,255
20,70,6,53,293,240
20,71,0,8,214,206
20,71,1,8,287,279
20,71,2,12,253,241
20,71,3,10,267,257
20,71,4,75,351,276
20,71,5,37,287,250
20,71,6,33,240,207
20,72,0,9,305,296
20,72,1,9,278,269
20,72,2,9,288,279
20,72,3,14,292,278
20,72,4,89,376,287
20,72,5,16,275,259
20,72,6,17,299,282
20,73,0,6,259,253
20,73,1,17,272,255
20,73,2,8,250,242
20,73,3,16,273,257
20,73,4,49,287,238
20,73,5,15,268,253
20,73,6,16,260,244
20,74,0,7,248,241
20,74,1,21,249,228
20,74,2,14,228,214
20,74,3,4,232,228
20,74,4,57,291,234
20,74,5,13,261,248
20,74,6,16,285,269
20,75,0,7,243,236
20,75,1,15,239,224
20,75,2,3,248,245
20,75,3,8,222,214
20,75,4,47,273,226
20,75,5,33,307,274
20,75,6,9,283,274
20,76,0,10,264,254
20,76,1,8,227,219
20,76,2,10,255,245
20,76,3,7,225,218
20,76,4,63,288,225
20,76,5,17,271,254
20,76,6,18,278,260
20,77,0,13,249,236
20,77,1,6,222,216
20,77,2,6,227,221
20,77,3,6,223,217
20,77,4,78,304,226
20,77,5,32,299,267
20,77,6,12,288,276
20,78,0,12,257,245
20,78,1,11,246,235
20,78,2,6,215,209
20,78,3,2,203,201
20,78,4,71,342,271
20,78,5,18,305,287
20,78,6,20,302,282
20,79,0,4,237,233
20,79,1,5,237,232
20,79,2,19,236,217
20,79,3,14,236,222
20,79,4,68,291,223
20,79,5,16,267,251
20,79,6,15,278,263
20,80,0,13,224,211
20,80,1,15,249,234
20,80,2,20,255,235
20,80,3,21,235,214
20,80,4,66,310,244
20,80,5,23,304,281
20,80,6,8,259,251
20,81,0,7,213,206
20,81,1,11,244,233
20,81,2,15,252,237
20,81,3,15,220,205
20,81,4,68,328,260
20,81,5,19,327,308
20,81,6,22,331,309
20,82,0,4,237,233
20,82,1,12,232,220
20,82,2,10,232,222
20,82,3,7,240,233
20,82,4,91,291,200
20,82,5,33,299,266
20,82,6,23,296,273
20,83,0,14,209,195
20,83,1,9,202,193
20,83,2,10,238,228
20,83,3,1,213,212
20,83,4,73,306,233
20,83,5,14,244,230
20,83,6,18,342,324
20,84,0,14,216,202
20,84,1,13,203,190
20,84,2,8,203,195
20,84,3,2,175,173
20,84,4,64,269,205
20,84,5,16,288,272
20,84,6,2,266,264
20,85,0,8,198,190
20,85,1,12,183,171
20,85,2,8,208,200
20,85,3,6,198,192
20,85,4,58,272,214
20,85,5,21,256,235
20,85,6,8,254,246
20,86,0,5,196,191
20,86,1,10,206,196
20,86,2,10,184,174
20,86,3,5,211,206
20,86,4,39,263,224
20,86,5,11,263,252
20,86,6,8,280,272
20,87,0,5,198,193
20,87,1,7,224,217
20,87,2,6,222,216
20,87,3,6,204,198
20,87,4,70,279,209
20,87,5,12,254,242
20,87,6,6,280,274
20,88,0,5,190,185
20,88,1,5,189,184
20,88,2,9,204,195
20,88,3,8,208,200
20,88,4,84,319,235
20,88,5,8,251,243
20,88,6,8,303,295
20,89,0,3,215,212
20,89,1,8,166,158
20,89,2,4,177,173
20,89,3,8,222,214
20,89,4,61,297,236
20,89,5,13,229,216
20,89,6,15,319,304
20,90,0,3,219,216
20,90,1,13,219,206
20,90,2,4,218,214
20,90,3,10,209,199
20,90,4,46,275,229
20,90,5,10,265,255
20,90,6,12,304,292
20,91,0,11,230,219
20,91,1,7,227,220
20,91,2,12,204,192
20,91,3,17,217,200
20,91,4,29,264,235
20,91,5,13,298,285
20,91,6,12,286,274
20,92,0,10,188,178
20,92,1,12,213,201
20,92,2,25,225,200
20,92,3,24,212,188
20,92,4,46,276,230
20,92,5,11,254,243
20,92,6,8,326,318
20,93,0,10,247,237
20,93,1,6,201,195
20,93,2,12,212,200
20,93,3,7,207,200
20,93,4,3,255,252
20,93,5,13,283,270
20,93,6,5,297,292
20,94,0,4,195,191
20,94,1,10,254,244
20,94,2,7,202,195
20,94,3,6,213,207
20,94,4,9,282,273
20,94,5,11,265,254
20,94,6,11,310,299
20,95,0,6,241,235
20,95,1,12,222,210
20,95,2,8,245,237
20,95,3,4,223,219
20,95,4,11,283,272
20,95,5,8,274,266
20,95,6,3,280,277
20,96,0,6,236,230
20,96,1,9,257,248
20,96,2,7,279,272
20,96,3,6,249,243
20,96,4,11,248,237
20,96,5,8,333,325
20,96,6,10,330,320
20,97,0,4,221,217
20,97,1,8,210,202
20,97,2,11,254,243
20,97,3,8,228,220
20,97,4,5,246,241
20,97,5,10,303,293
20,97,6,8,335,327
20,98,0,6,261,255
20,98,1,10,258,248
20,98,2,10,275,265
20,98,3,7,242,235
20,98,4,11,278,267
20,98,5,16,323,307
20,98,6,12,338,326
20,99,0,6,252,246
20,99,1,10,253,243
20,99,2,7,233,226
20,99,3,7,280,273
20,99,4,13,287,274
20,99,5,5,338,333
20,99,6,7,361,354
20,100,0,21,242,221
20,100,1,11,216,205
20,100,2,8,259,251
20,100,3,4,247,243
20,100,4,14,277,263
20,100,5,9,308,299
20,100,6,8,364,356
20,101,0,5,284,279
20,101,1,7,277,270
20,101,2,8,310,302
20,101,3,8,346,338
20,101,4,16,338,322
20,101,5,13,371,358
20,101,6,7,350,343
20,102,0,7,455,448
20,102,1,13,532,519
20,102,2,15,559,544
20,102,3,25,618,593
20,102,4,13,481,468
20,102,5,7,443,436
20,102,6,12,370,358
20,103,0,9,401,392
20,103,1,12,459,447
20,103,2,18,429,411
20,103,3,14,459,445
20,103,4,21,433,412
20,103,5,12,450,438
20,103,6,13,384,371
20,104,0,3,420,417
20,104,1,13,467,454
20,104,2,25,553,528
20,104,3,19,499,480
20,104,4,22,441,419
20,104,5,11,395,384
20,104,6,9,412,403
20,105,0,29,827,798
20,105,1,22,878,856
20,105,2,257,1144,887
20,105,3,51,997,946
20,105,4,35,768,733
20,105,5,19,527,508
20,105,6,8,497,489
20,106,0,27,819,792
20,106,1,30,803,773
20,106,2,259,994,735
20,106,3,112,893,781
20,106,4,56,748,692
20,106,5,13,479,466
20,106,6,11,429,418
20,107,0,17,682,665
20,107,1,18,718,700
20,107,2,219,926,707
20,107,3,100,875,775
20,107,4,83,722,639
20,107,5,14,448,434
20,107,6,10,374,364
20,108,0,53,1157,1104
20,108,1,92,1221,1129
20,108,2,445,1518,1073
20,108,3,275,1396,1121
20,108,4,358,1297,939
20,108,5,21,610,589
20,108,6,11,453,442
20,109,0,160,1274,1114
20,109,1,188,1163,975
